team,facebook_name,facebook_likes,facebook_talking_about_count,facebook_url,twitter_name,twitter_followers,twitter_friends,twitter_favs_count,twitter_statuses,twitter_url,instagram_name,instagram_profile_pic_url,instagram_media,instagram_followers,instagram_follows,instagram_url,hashtags
Hertha BSC,NaN,NaN,NaN,NaN,HerthaBSC,343476.0,366.0,8919.0,34578.0,http://www.herthabsc.de/splashscreen/index.html,herthabsc,https://scontent-vie1-1.cdninstagram.com/vp/b239d047a2dbd5f06d46a30a51a24f1c/5B74EE3A/t51.2885-19/s320x320/20226013_1807254319605333_4528179755270275072_a.jpg,5023.0,99669.0,96.0,http://herthabsc.de/,#hahohe #herthamoments #Herthaner #hertha #Berlin #berlin #herthabsc #BSCKOE #Ostkurve? #bundesliga TEDi Petry Kraft BMGBSC lfcvcity Badboys Ibisevic LIVMCI BSCAUB ThrowbackThursday Covic Stark Bundesliga Esswein Jarstein Berlinhalf esports BSCFCE HappyBirthday IngoHoppe Heimspiel MondayMotivation hahohe RomaBarça Leckie BadBoys Smarsch Friede BSCKOE Darida Jarsteins Daridas Mittelstädt H96BSC Scoutings Zecke akademie Lazaro BLRookie FCAFCB S9 Maier Duda S3 bürofloskeln Scouting betriebstemperatur Matchday Schwiegersohn eSport Lustenberger Champions
Hull City,NaN,NaN,NaN,NaN,HullCity,408382.0,224.0,0.0,62685.0,https://www.hullcitytigers.com/,hullcity,https://scontent-vie1-1.cdninstagram.com/vp/5b0f7a9387d29bc5ef17953fe8bdf209/5B673440/t51.2885-19/s320x320/23969382_402837736814960_69988927334776832_n.jpg,2898.0,108061.0,65.0,https://www.hullcitytigers.com/,#HULSHW #UpTheTigers #hcafc #GoalOfTheDay #TigersTV #KCOMStadium15 #FlashbackFriday TigersTV PLKicks Tigers LuckyCharm hcafc UpTheTigers GoalOfTheDay HULSHW KCOMStadium15 BURHUL PDL swfcLIVE TheTiger SportPesaPOTM FlashbackFriday KnowTheScore
Inter,NaN,NaN,NaN,NaN,Inter,1590334.0,61.0,723.0,70666.0,https://www.inter.it/en/hp,inter,https://scontent-vie1-1.cdninstagram.com/vp/c2b2fa2e1373f47441b000203c9afe74/5B53BA39/t51.2885-19/s320x320/28751481_328905480846752_3311362391568023552_n.jpg,4744.0,1821344.0,45.0,https://www.inter.it/en/Inter-Official-App,#Fashion #Ronaldo #Smile #Friendship #InterIsComing #training #SerieA #InterSummerTour #Lifestyle #BrooksBrothersMilano #InterForever #ForzaInter #Italy #IP44 #Workout #Football #Milan #AtalantaIntern🏆 #BrooksBrothers200 #Roma #Perisic #Training #Inter #RomaInter #Nike #AtalantaInter AtalantaInter InterForever Brozovic InterGenoa MilanInter Candreva FlashBackFriday Skriniar EstaEsMiCasa BrothersOfTheWorld Primavera1TIM DerbyMilano SanSiro InterCagliari InterIsComing InterYouth InterVerona PERISICTOICARDI Perisic Spalletti Cancelo Moriero ViareggioCup ICC2018 InterClub TBT Inter110 Santon PesceDAprile UCL forzaInter OnThisDay BuonaPasqua Icardi100 TorinoInter Mondonico BrooksBrothers200 InterFans DriveInter amala Karamoh FCIM ForzaInter InterRoma FORZAINTER InterSocialNight Handanovic
Juventus,NaN,NaN,NaN,NaN,juventusfcen,941672.0,55.0,750.0,47530.0,http://www.juventus.com/en/,juventus,https://scontent-vie1-1.cdninstagram.com/vp/178ed5b63058c1ef4e2392fe66463e8b/5B63A2FD/t51.2885-19/s320x320/19534836_310885729381460_2074146054923616256_a.jpg,6003.0,9335192.0,39.0,https://www.facebook.com/Juventus,#JuveSamp #FBF #TOGETHER #GoalOfTheDay #FinoAllaFine #RMJuve #milanodesignweek #UCL #ForzaJuve Ravanelli GoalOfTheDay AlwaysPositive JuveBrescia BeneventoJuve JuventusPass RMJuve JuveNapoli JuventusMember RealMadrid JuventusTrainingCamps OfficialFanClubDay PlayerJourney EuroWatch JVillage JHotel NumeroUno Zanetti JTrivia GoalOfTheMonth JuventusWomen JuveSamp ForzaJuve FlyToMadrid OfficialFanClub MilanDesignWeek UCL OnThisDay JuventusLegend FORZAJUVE FINOALLAFINE SK6 JUVEMATCHDAY JuventusAcademy FinoAllaFine TOGETHER APorLa13
Lazio Roma,NaN,NaN,NaN,NaN,OfficialSSLazio,528398.0,54.0,248.0,32184.0,http://www.sslazio.it/it/,official_sslazio,https://scontent-vie1-1.cdninstagram.com/vp/69d8a914c31a0c3b941e37a7466515c5/5B50A7BA/t51.2885-19/s320x320/11950644_479764528864457_1232493908_a.jpg,3683.0,258288.0,31.0,http://www.sslazio.it/,#CMonEagles #LaPrimaSquadraDellaCapitale #SSLazio #HappyBDay #SalzburgLazionnLast #LazioRomann#CMonEagles #SalzburgLazio ForzaLazio UEL LSC avanticosi CMonEagles UdineseLazio Farris StartingXI LuizFelipe Radu MondayMotivation TrainingSession LazioRoma LaPrimaSquadraDellaCapitale AvantiLazio Jordao Marusic onthisday SalzburgLazio DiGennaro SerieATIM Fersini MatchDay Milinkovic LazioBenevento Strakosha LazioSalzburg LSR HappyBDay TS1 Inzaghi Squadra Parolo Lulic SSLazio Caceres
Leicester City,NaN,NaN,NaN,NaN,LCFC,1150178.0,72.0,1048.0,44589.0,https://www.lcfc.com/,lcfc,https://scontent-vie1-1.cdninstagram.com/vp/43e93833f63abeb743bf150df1db652e/5B5783EF/t51.2885-19/s320x320/24253820_220366528503470_3253667881132490752_n.jpg,4238.0,1944479.0,30.0,http://leic.it/2AOVcnt,#lcfc #PL2 #FridayFeeling #lcfc’s #BurLei PL2 FridayFeeling TweetMyGoal LeiSou TBT PLPrimaryStars LeiNew lcfc lcfcu23s PLCup OnThisDay BurLei
Lille OSC,NaN,NaN,NaN,NaN,losclive,650082.0,712.0,1926.0,39289.0,http://www.losc.fr/,losclive,https://scontent-vie1-1.cdninstagram.com/vp/114496f25f96fd65eca8eb6c5b76caba/5B4E92B2/t51.2885-19/s320x320/30084400_621135274901180_1377340147187580928_n.jpg,1294.0,87102.0,172.0,http://www.losc.fr/,#WorkWithSmile #losceag #Guingampn#training #EnRougePourLeMaintien #Training #LOSCEAG #FCGBLOSC #LOSCASC JoyeuxAnniversaire National2 Lillois Enyeama ligue1 Soumaré lille FUTChampionsCup Rozehnal LOSCInTheCity LOSCMHSC ACALOSC Ponce Galtier Pépé Formation Amadou U19 Alonso LeSaviezVous FCGBLOSC LOSCFCM OMLOSC Araujo EnRougePourLeMaintien LOSCASC LOSCEAG MatchDay Dabila Mendes ReservoirDogues LOSC
Liverpool FC,NaN,NaN,NaN,NaN,LFC,10124562.0,384249.0,5538.0,70800.0,http://www.liverpoolfc.com/,liverpoolfc,https://scontent-vie1-1.cdninstagram.com/vp/c7fcc939ef3d21b054c92b55247cddc9/5B597B27/t51.2885-19/s320x320/29740363_519054611821891_4082499704863064064_n.jpg,6689.0,6199638.0,94.0,http://lfc.tv/A424,#lfc #LFC #Matchday #anfield #LIVBOU #ChampionsLeague #pl #livbou #Liverpool #premierleague #PremierLeague #liverpool #liverpoolfc #UCL #LiverpoolFC #Salah PFAawards LFC LIVBOU YNWA weareliverpool UCLdraw WEARELIVERPOOL Bournemouth OnThisDay Anfield UCL MCILIV LK1 AFCB NBFootball MCFC ICC2018 AllezAllezAllez
Manchester City,NaN,NaN,NaN,NaN,ManCity,6174565.0,54525.0,8150.0,110817.0,https://www.mancity.com/,mancity,https://scontent-vie1-1.cdninstagram.com/vp/da7f1af88de4e49316ca5a2d8bcd5426/5B50F105/t51.2885-19/s320x320/23967107_1781046015534035_6402181403647148032_n.jpg,6292.0,6589961.0,116.0,https://www.mancity.com/,#wearecity #mancity #SharkTeam #onthisday #spursvcity FridayFeeling cityvlfc SharkTeam COYS mancity inSané TOTMCI THFC cityvlifc spursvcity cityview AL14 HereToCreate mcfc HappyBirthday MondayMotivation PEP onthisday ManCity UCL MCILIV Nemeziz LS19 cmoncity
Manchester United,NaN,NaN,NaN,NaN,ManUtd,18104551.0,104.0,1213.0,45255.0,http://www.manutd.com/?utm_source=Twitter&utm_medium=BioButtonLink&utm_campaign=ManUtd&utm_content=General,manchesterunited,https://scontent-vie1-1.cdninstagram.com/vp/d5be8d97246ead3fd7fda3af5ce419ec/5B6CC7BF/t51.2885-19/s320x320/26869289_1755158991182652_2640219630685126656_n.jpg,7874.0,21462159.0,70.0,http://bit.ly/ARAEIGbio,#AllRedAllEqual: #MUFC #DaveSaves #PFAawardsn•nPlayer UEL TheMasters MUFC MCIMUN DaveSaves UnitedandMe SoccerAid ManchesterIsRed equalgame mufc FlashbackFriday MUquiz RedArmy MUTV StayUnited MUFCYouTube redderby PFAawards PL2 UnitedByHCL heretocreate InsideUnited MUTOUR
Middlesbrough FC,NaN,NaN,NaN,NaN,Boro,280668.0,197.0,387.0,45616.0,NaN,theboroofficial,https://scontent-vie1-1.cdninstagram.com/vp/75f19cf081b8ba9b56b83211bf584b8c/5B68C261/t51.2885-19/s320x320/19622839_242067776290112_4099073584226369536_a.jpg,2021.0,68026.0,68.0,http://www.mfc.co.uk/,#KickItOut #thefabricof86 #Boro #Onthisday #EqualityInspires #UTB #OnThisDay UTB TheFabricOf86 boro Boro SUFC OnThisDay BORO GrandNational EFL
Montpellier HSC,NaN,NaN,NaN,NaN,MontpellierHSC,320268.0,318.0,1175.0,33625.0,http://www.mhscfoot.com/,mhscofficiel,https://scontent-vie1-1.cdninstagram.com/vp/add190ca4c125a3bc89a09ec7ae3986e/5B529265/t51.2885-19/s320x320/26065674_388159858284239_6060196827431436288_n.jpg,4469.0,47640.0,106.0,http://www.mhscfoot.com/,#MHSCFCGBnEt #FCGB #FCGBMHSC #MHSC #MHSCFCGB #OMMHSC #ASSE SMCMHSC45 EORB ASSE SupportersMHSC PartoucheBarre FCGB Hilton oneteam Congré Résultat OGCNMHSC FémininesMHSC CoachMHSC MHSCPSG D1F MHSC BRESTMHSC U19 MHSCOM TeamMHSC ResultatMHSC MHSCFCGB OMMHSC SMCMHSC lapaillade Aguilar INSIDE Pailladin Skhiri National3
Málaga CF,NaN,NaN,NaN,NaN,MalagaCF,639675.0,117.0,2302.0,40509.0,https://www.malagacf.com/,malagacf,https://scontent-vie1-1.cdninstagram.com/vp/d8613d46798bed117ea1b53de9c70f89/5B5629B9/t51.2885-19/s320x320/20635357_123234341636410_4386892850403475456_a.jpg,1143.0,81105.0,47.0,http://www.malagacf.com/,#DéporMálaga #MalacitanoFerroviaria⚽️ #John #LaRosaleda #RuedaDePrensa #Liga #Skater #JuvenilDH #DivisiónDeHonor #DéporMálaga⚽ #Juvenil #FundaciónMCF #Lauridsen #Campeón #11MCF #LaAcademiaMCF #Leyenda #MuseoMCF #IceSkater #Dinamarca #Visita #RevolutionOnIce Porteros BanquilloMCF RCDeportivo MCFFLive DeporMálaga 11DEP Bienvenido JuvenilDH IscarCup2018 Goalkeepers VamosMálaga datos LaAcademiaMCF Resultados MCFF 11MCFF ZonaMixta fútbol MalagaVillarreal Imágenes CopaDeCampeones MalagueñoHuétorTájar Rolón ACADEMIA MálagaVillarreal TiendasMCF finde Instantáneas BanquilloDEP RincónMalagueño MálagaRealMadrid RealBetisMálaga Cártama ATMalagueño 11MCF GraciasAfición 11VLL MálagaRealSociedad VamosFede Lista LaRosaleda VamosMalagueño AquíNoSeRindeNadie Torneazo Entrenamiento martes AgendaMCF JuntosaGanar BuenRollo LaLigaHistory MCFTV BanquilloVLL TheMBC VillarrealCF MálagaDépor ExtremaduraMálaga MCFLive Declaraciones Lestienne Leyendas CalentandoMotores HuétorTájar AzulyBlancoMoreno RuedaDePrensa LaLiga FundaciónMCF CiudadDeMálaga previsión cantera Felicidades FamiliaMalaguista UsesElHusoQueUses Extremadura CampusMCF Somos12 Work Málaga CumpleJuankar igualdad TalDíaComoHoy Fotos DéporMálaga McfVP SemanaSanta MalaguistaDelPartido 11ATMalagueño BenjamínMCF Riazor Alameda MálagaCF ValoresBlanquiazules TiendaMCF BenitoVillamarín
OGC Nice,NaN,NaN,NaN,NaN,ogcnice,393821.0,275.0,840.0,28652.0,http://www.ogcnice.com/fr/,ogcnice,https://scontent-vie1-1.cdninstagram.com/vp/88c84f7d3c7c3ec5bf13492f4ebb48f6/5B52DF2B/t51.2885-19/s320x320/19984222_485209831829544_1361300849518706688_a.jpg,3221.0,130758.0,100.0,http://ogcn.fr/ZapGym135,#IssaNissau202c #national2 formation TropheesUNFP OGCNMHSC SCOOGCN OGCNSCO Supporters Evenement Ganago LesAiglonsDefientLesPichouns Favre Marcel ZapGym WalterBenitez EspaceClubs LaJoieDuButeur Club Dedicaces Pegomas ESTACOGCN PartoutEtToujoursLà Sacko OGCNSRFC IssaNissa
Olympique Lyon,NaN,NaN,NaN,NaN,OL,1532204.0,1184.0,3130.0,44561.0,https://www.olweb.fr/fr/prehome-327.html,ol,https://scontent-vie1-1.cdninstagram.com/vp/2a227c8a88cca3aeb483b41da50d84be/5B5E9D32/t51.2885-19/s320x320/21107997_249500392237486_4334088868904042496_a.jpg,2577.0,544747.0,191.0,http://olweb.fr/,#Victoire #capitaine #joie #FIFA18 #teamOLn👻 #OLASC #training #TeamOL #lyon #FUT #coupedefrance #butn📸 #ChampionsLeague #OLASCn📸 #Mariano #arras #gameday #Traoré #3eme #teamol #ndombele #FCMOL #win #groupamastadiumn📸 #TOTW #victoire #GroupamaStadium #3-0 #sourire #ucl #place CFC OMOL Academy National2 OLTFC CCOL FUT Ligue1 U19 OLASCEntraînement Distinction Selections idolo OLFCM DFCOOL TeamOL OLRétro FRACAN OLASC U17 teamOL CanalSportClub FIFA18 u18 AllezOL Programmation TOTW ol AcademyOL OMRBL u19 FCMOL
Olympique Marseille,NaN,NaN,NaN,NaN,OM_Officiel,2951087.0,119.0,112.0,78273.0,https://www.om.net/,olympiquedemarseille,https://scontent-vie1-1.cdninstagram.com/vp/dc9195ee152eced16ebc404adb95cf8c/5B75C73F/t51.2885-19/s320x320/19122223_110811869529075_2593920364270583808_a.jpg,2084.0,618696.0,26.0,https://www.om.net/,#ForzaOM #celebration #passion #teamom #NousSommeslOlympiquedeMarseille #OM #lendemaindevictoire #ESTACOM #TeamOM #OMRBL #Mitroglou #Sarr Day3 Yambéré JeudiPhoto CrazyVel Day4 ChallengeTeqball OTD ForzaOM TeamOM CrazyTrip Reynet Bruma FCSOM CrazyThing OMATH CrazyBro HappyFan Lecomte Rami ESTACOM Sertic OMLOSC OMFCS CrazyFriends Day2 Augustin OMMHSC EuropaLeague DieRotenBullen LevelUP Tea DFCOOM ExpeditionEuropa RBLOM Kwon Day5 OMRBL Day1
Paris Saint-Germain,NaN,NaN,NaN,NaN,PSG_inside,6347077.0,104.0,126.0,48098.0,https://www.psg.fr/,psg,https://scontent-vie1-1.cdninstagram.com/vp/3efab3a2384a3b16e38562a9e8d787ee/5B56EF0C/t51.2885-19/s320x320/18878914_230158997486952_7078420478234198016_a.jpg,4708.0,12184790.0,70.0,https://www.psg.fr/,#PresnelKimpembenn📷 #GiovaniLoCelsonn📷 #EdinsonCavaninn📷 #ICICESTPARIS #AdrienRabiot #PSGtraining #AllezParis #LayvinKurzawan🇫🇷 #AdrienRabiotnn📷 #PSG #NIVEAMEN #Football #MarcoVerratti #NoCommentnn#PSG #LayvinKurzawa #Paris #GiovaniLoCelso #ThomasMeuniernn📷 #HappyBirthday #KylianMbappé #AlphonseAreolann📷 PSGbirth PSGAcademyCup TropheesUNFP PSGeSports ParisMarathon AskLoCelso NoComment ICICESTPARIS NIVEAMEN Titiparisien Classico PSGASM KimpembeCam TÔTOUTARD PSGlive AllezParis titiparisien Ligue1 ICC2018 AcademyCup FutMesaPMU AskTrapp YB1️⃣7️⃣ PSGacademyCup PSG MarquinhosM5 FinalCDL ASSEPSG M5 U18 FinaleCDL FCGBPSG
Pescara Calcio,NaN,NaN,NaN,NaN,PescaraCalcio,51594.0,106.0,15.0,10608.0,https://www.pescaracalcio.com/,pescaracalcio1936,https://scontent-vie1-1.cdninstagram.com/vp/aba8d699c521d2804abbda7fc2b7e2a4/5B67CD66/t51.2885-19/s320x320/16789109_159545414553579_518381116445425664_a.jpg,1111.0,30905.0,88.0,http://www.pescaracalcio.com/,#PescaraPalermo #DelfinetteBiancAzzurre #Delfinette #PALPES #under16 #Under12 #PalermoPescara UNDER16 PescaraPalermo DelfinetteBiancAzzurre PescaraBari BiancAzzurro AccademiaDelPortiere Pillon Under12 PalermoPescara PescaraBacigalupo ProVercelliPescara BiancAzzurri UNDER17 PESBAR PALPES TernanaUnicusanoPescara PROPES
RB Leipzig,NaN,NaN,NaN,NaN,DieRotenBullen,159569.0,88.0,4996.0,46711.0,https://www.dierotenbullen.com/,dierotenbullen,https://scontent-vie1-1.cdninstagram.com/vp/f7b250f55a9448923b325b719a8d1e69/5B60FEE8/t51.2885-19/s320x320/14547830_214551362295740_6092960800765378560_a.jpg,2396.0,139748.0,48.0,https://tickets.dierotenbullen.com/,#Bundesliga #KK44 #DieRotenBullen #Nachwuchsbullen #B3 #Repost #Bremen #Weserstadion #bundesliga #EuropaLeague #JKA29 #Bernardo #RBLonTour #NabyKeita #NK8 #InDerFernePunkten #YP9 #RBLFans12 #NeuerRBLRekordspieler #SVWRBL #Yussi170 #Hartmann #UEL #PG32 #Auswärtsspiel #Majetschak #RBL #GlückwunschYussi #Augustin #svwrbl RBLKabinengespräch B04 Demme UEL JKA29 Münster RBLU17 SVWRBL RoadToLyon Werner Wendell RBLB04 Bayer04 Hasenhüttl Kohfeldt Bundesliga StadeVelodrome Laimer AufGehtsLeipzig VollerFokusAufOMRBL Leverkusen Baumgartlinger Rangnick SVWerder Retsos Bruma Upamecano RBLonTour RBLFans12 NK8 TW11 Gulácsi MH23 Poulsen RBL GemeinsamRotWeiß Klostermann Leno WOBFCA Sabitzer Brandt ESLMeisterschaft RBLeipzig Kruse Pavlenka Herrlich UELTeamDerWoche Hartmann Havertz Lookmann Kaderschmiede Halstenberg Mintzlaff RedBullArena EuropaLeague BSCRBL RBLFansOnTour EuroLeague Marseille Leipzig DieRotenBullen Bernardo Ronaldo Köhn Frommer FIFA18 FCB Kampl RBLU19 NabyKeita ExpeditionEuropa Klauß RBLOM Forsberg Ilsanker Bender Volland EL OMRBL Majetschak Garcia Keita
Real Betis,NaN,NaN,NaN,NaN,RealBetis,567611.0,75.0,2717.0,58490.0,http://www.realbetisbalompie.es/es/,realbetisbalompie,https://scontent-vie1-1.cdninstagram.com/vp/6ceefb3233dd1186ce0437a35062ccc5/5B668601/t51.2885-19/s320x320/28763843_1802582169805429_5551838605581746176_n.jpg,3718.0,352915.0,32.0,https://dgt.ltd/2v1UCFz,#DíaDeBetis #GironaRealBetis #RealBetis #realbetis OrgullGironí GironaGironaYGirona Betis RealBetisLasPalmas APPsistencia RBBjuvenilA RealBetisMálaga DíaDeBetis RealBetisEibar VamosBetisDeportivo OnceSeguro DíaInternacionalDelBeso ElGranDerbi GironaRealBetis CanteraBetis BetisDeportivo MásAlláDelFútbol Appsistencia AtletiRealBetis RealBetis RetoLipasam
Real Madrid,NaN,NaN,NaN,NaN,realmadrid,30221535.0,53.0,13.0,61566.0,https://www.realmadrid.com/,realmadrid,https://scontent-vie1-1.cdninstagram.com/vp/6a4c141a5da122e4c5a58e933a2e6d7f/5B57EFB3/t51.2885-19/s320x320/14262895_645769338925881_743045791_n.jpg,2037.0,57153409.0,33.0,https://youtube.com/watch?v=eZfdR3GEL_M,#RMUCLnWell #RMDerbi #APorLa13nWere #HalaMadridn👇 #HalaMadrid #RMCity #RMFans #RMLiga RMUCL RMCity HALAMADRID RMDerbi RealMadrid FIFA18 RMShop Realmadrid RMTV RMMovistar APorLa13 Jugador5EstrellasRM RMFans Twitter Emirates TangoSquadFC RMLiga Zidane HalaMadrid
Real Sociedad,NaN,NaN,NaN,NaN,RealSociedadEN,18751.0,90.0,26.0,8459.0,https://www.realsociedad.eus/en,realsociedad,https://scontent-vie1-1.cdninstagram.com/vp/c5efe3a70c70d7a3403ca3fe793a0508/5B72C4C4/t51.2885-19/s320x320/22157742_1862874303728057_5048793687773937664_n.jpg,3218.0,96754.0,65.0,https://www.realsociedad.eus/,#LaLiga #Football #FUT #84 #RealSociedad #TOTW #AtxurrakGora #AlgaraGara #RN2⃣2⃣ #LaLigaSantander #Repost #LasPalmasRealSociedad #GoazenNeskak EskerrikAskoXabi XP10 MilaEsker LeyendaRS RSFundazioa OneClubMan capi HombreSilbon TBT AupaTxuriUrdinak GraciasCapitanXabi Real OnThisDay GoazenMutilak XabiPrieto Zubieta RealSociedad LasPalmasRealSociedad realsocied RSFlash GoazenNeskak capitán
SC Bastia,NaN,NaN,NaN,NaN,SCBastia,299611.0,114.0,43.0,21114.0,http://www.sc-bastia.corsica/,scbastia,https://scontent-vie1-1.cdninstagram.com/vp/d5b466dd103e9086c9dffc22bdac970a/5B652980/t51.2885-19/s320x320/20968471_278852579185443_1891172210366742528_a.jpg,836.0,28441.0,13.0,http://www.sc-bastia.corsica/,#Furmazione #Furiani #SCBVFSJB #ForzaBastia #GiuventùTurchina #Intrenamentu #SCB #Corsica #Bastia #Ritratti #Sabbatu #BastiaCannes #Vittoria #Sporting #MaiCappià #CentruJulesFilippi #SCBASC #StadiuArmandCesari U15 SCBASC SCBVFSJB R4 StadiuArmandCesari U19 ASGSCB U17 GhjornuDiScontru
SC Freiburg,NaN,NaN,NaN,NaN,scfreiburg,265703.0,101.0,202.0,5741.0,https://www.scfreiburg.com/,scfreiburg,https://scontent-vie1-1.cdninstagram.com/vp/9de334aaef3b4ba462aeee1633d76e6c/5B54C1E4/t51.2885-19/s320x320/13388766_1010226422394100_602991400_a.jpg,1242.0,40749.0,41.0,http://www.scfreiburg.com/,#auswärts #M05SCF #Streich: #fans #SCF-Training #Zitat #training #bundesliga #Höler #autogramme #rückhalt #studiogast #SCF #Jasper #scfreiburg #swr #Interview #sportimdritten #PK #leidenschaft #SCFWOB #interview #Brinkhoff #kampf #heimspiel #mainz05 #vflwolfsburg #fsvmainz05 #SCFnnLieber #tv #SCFWOBnnEs #scf Zeyer PK SSVSCF Saier Labbadia SCFVFB Benkarth Jasper Baier SCF Koch Kübler S04SCF SCFVfB Burgstaller Korkut SCFFrauen Gómez Gulde Sierro Terrazzino SCFU23 Kleindienst Leki Martinelli Brinkhoff SCFU19 Günter Santini Blank M05SCF TURIRL Tedesco Schuster Petersen s04scf PETERSEN InternationalerTagGegenRassismus SCFWOB Kath Streich Höler Didavi Stenzel Lienhart Schwolow Stieler
SD Eibar,NaN,NaN,NaN,NaN,SDEibar,184020.0,131.0,2256.0,30545.0,http://www.sdeibar.com/eu,sdeibar,https://scontent-vie1-1.cdninstagram.com/vp/b61c61bc2d17ad731a52a6b728b15983/5B663B5B/t51.2885-19/s320x320/22858011_292362721251916_5531465243529576448_n.jpg,3569.0,40629.0,88.0,http://eibarstore.com/,#comicseries #felizlunes #EibarPulp #AnotherFootballisPossiblen❌ #EuskalDerbia #AlgaraGara #Repost #Newlevels #eibar #LaLiga #eibarhistory #jordicalavera #15 #BasqueDerby #ipurua #EibarAlaves #CommonGoal #AnotherFootballisPossible #DerbiVasco #eibaralaves #yoelrodriguez #goraeibar #friends #mondaymood #laliga INSTAGRAM EibarRealSociedad Zapico instagram IgorJauregi armagintxoak Atxabalpe BIFS18 RealBetisEibar futfem EibarOiartzunfem EibarAlaves Robotika CommonGoal BetisEibar AupaEibar EibarPulp mondaymood EibarHistory AnotherFootballisPossible MemorialValenciaga backtowork LaLiga EibarOiartzun EibarLive ValenciaEibar JointheTeam
SM Caen,NaN,NaN,NaN,NaN,SMCaen,192445.0,287.0,7438.0,49489.0,http://www.smcaen.fr/,smcaen,https://scontent-vie1-1.cdninstagram.com/vp/4f71008c56ca46616eb4a45b5cace456/5B6212BD/t51.2885-19/s320x320/19122066_772051042977305_7215615133966401536_a.jpg,861.0,31872.0,69.0,http://www.smcaen.fr/,#ASCSMC #SMCTFC #TeamSMC SMCaen TeamSMC Nat3 PartoucheBarre HackathonSMC ESTACSMC N3 NP JoubliePasDouJeViens GraceDeDieu CDF SonDuJour AllezCaen cannes2018 AllezMalherbe ASCSMC Debève SMCTFC SMCASM TeamFrance SMCPSG AlloMalherbe LeVestiaire Ligue1Conforama OMRBL YPP YaPasPeno
SSC Napoli,NaN,NaN,NaN,NaN,sscnapoli,1352924.0,97.0,444.0,30643.0,http://www.sscnapoli.it/,officialsscnapoli,https://scontent-vie1-1.cdninstagram.com/vp/1efad407a0a251fbb75ff66c9ce1a991/5B6A4BB7/t51.2885-19/s320x320/14723716_1516691788348745_4665336671124848640_n.jpg,5108.0,827400.0,60.0,http://www.sscnapoli.it/,#MilanNapolin🇮🇹 #Callejon #SerieATIMn💙 #SSCNapoli #Repost #memorialedellashoahdimilano #SSCNworld #SerieA #Mertens #ForzaNapoliSempren****n🛫 #Vecchioni #OggiAvvennenQuanti #ForzaNapoliSempren***n📸 #Hamsik #ForzaNapoliSempre #SerieAn⚽ #OnThisDayn⚽ #MilanNapolin🛬 #Sarri #MilanNapoli #NapoliFiorentina MoreThanFootball Diawara Callejon GoalOfTheDay Mertens TorinoNapoli Primavera1 Chiriches VivoAzzurro FiorentinaNapoli Zielinski Insigne JuveNapoli OggiAvvenne CastelVolturno Hamsik NapoliFiorentina Maggio ECAGeneralAssembly koulibaly26 NapoliGenoa UEFA SassuoloNapoli BolognaNapoli NapoliChievo memorialedellashoahdimilano Cannavaro Sarri Nazionale SerieA AtalantaNapoli MessicoCroazia SerieATIM WembleyStadium UCL OnThisDay NapoliUdinese Primavera1Tim MilanNapoli koulibaly LazioNapoli Sparapalloni Vecchioni ECA InghilterraItalia SenegalBosnia Reina Rog ForzaNapoliSempre Morethanfootball
SV Darmstadt 98,NaN,NaN,NaN,NaN,sv98,99455.0,72.0,142.0,21756.0,https://www.sv98.de/,svdarmstadt1898,https://scontent-vie1-1.cdninstagram.com/vp/56e6bf066cc7457fc6f6051b83c676ee/5B4FF4E9/t51.2885-19/s320x320/14733260_1179270835500666_1486293992789245952_a.jpg,2479.0,42110.0,27.0,http://www.sv98.de/,#KSVD98 #Lilien #D98EBS #WeFightTogether #Lilien: KSVD98 bike2work ksvd98 WeFightTogether NLZ FCBBVB D98F95 sv98 D98EBS Lilien Junglilien SV98 wirsindDA lilien mdrza d98
Sampdoria,NaN,NaN,NaN,NaN,sampdoria,325680.0,47.0,1804.0,33548.0,http://www.sampdoria.it/,unionecalciosampdoria,https://scontent-vie1-1.cdninstagram.com/vp/9562b769c621974ecaea93ba7f61c838/5B4FC99E/t51.2885-19/s320x320/19535237_1948286465453531_6756344402580340736_a.jpg,876.0,100788.0,33.0,http://www.sampdoria.it/,#GradinataSud #Zapata #Sampdoria #SampthingDifferent #Flachi #Derby #SampGenoa #Pasqua #HappyEaster #BuonaPasqua #Capezzi #ChinaCup #derby #ChievoSamp #Gaslini #AtalantaSamp #Alvarez U15 Barreto Highlights Bereszynski SassuoloSamp focuson Pavan forzadoria Kownacki Pasqua Academy Praet Bergamo Villa Strinic Ferrero Maspero Torreira Caprari AtalantaSamp Buffon Turchia SampGenoa ForzaSamp Zapata Primavera1TIM Genova ZAPATA VAR SampJuve Efeso BelgiansInItaly Derby Andersen Romei derby LevanteBlucerchiato FiorentinaSamp SampBologna Arbitri JuveSamp SampthingDifferent Sampdoria Quagliarella Giampaolo VintageGoal Romics Juric SerieATIM Balde Alvarez Massa ProFarra AtalantaSampdoria Galia RomaSamp SampCagliari Mikulic UCL Ballardini Berisha Esordienti2006 EuropaLeague U17 Mariani Bogliasco eSports DavisCup Testore Murru AIA Palombo Sala PremiumSport GiudiceSportivo Noah Capezzi Bubba SololaSampdoria U16 Ramírez Lonewolf92 arbitri
